Lineage	Alias	VOCGroup
BN.1.4.5	B.1.1.529.2.75.5.1.4.5	BA.2
BN.1.5	B.1.1.529.2.75.5.1.5	BA.2
BN.1.5.1	B.1.1.529.2.75.5.1.5.1	BA.2
BN.1.5.2	B.1.1.529.2.75.5.1.5.2	BA.2
BN.1.6	B.1.1.529.2.75.5.1.6	BA.2
BN.1.7	B.1.1.529.2.75.5.1.7	BA.2
BN.1.8	B.1.1.529.2.75.5.1.8	BA.2
BN.1.9	B.1.1.529.2.75.5.1.9	BA.2
BN.2	B.1.1.529.2.75.5.2	BA.2
BN.2.1	B.1.1.529.2.75.5.2.1	BA.2
BN.3	B.1.1.529.2.75.5.3	BA.2
BN.3.1	B.1.1.529.2.75.5.3.1	BA.2
BN.4	B.1.1.529.2.75.5.4	BA.2
BN.5	B.1.1.529.2.75.5.5	BA.2
BN.6	B.1.1.529.2.75.5.6	BA.2
BA.2.75.6	B.1.1.529.2.75.6	BA.2
BY.1	B.1.1.529.2.75.6.1	BA.2
BY.1.1	B.1.1.529.2.75.6.1.1	BA.2
BY.1.1.1	B.1.1.529.2.75.6.1.1.1	BA.2
BY.1.2	B.1.1.529.2.75.6.1.2	BA.2
BY.1.2.1	B.1.1.529.2.75.6.1.2.1	BA.2
BA.2.75.7	B.1.1.529.2.75.7	BA.2
BA.2.75.8	B.1.1.529.2.75.8	BA.2
BA.2.75.9	B.1.1.529.2.75.9	BA.2
CB.1	B.1.1.529.2.75.9.1	BA.2
BA.2.76	B.1.1.529.2.76	BA.2
BA.2.76.1	B.1.1.529.2.76.1	BA.2
BA.2.76.2	B.1.1.529.2.76.2	BA.2
BA.2.77	B.1.1.529.2.77	BA.2
BA.2.78	B.1.1.529.2.78	BA.2
BA.2.79	B.1.1.529.2.79	BA.2
BA.2.79.1	B.1.1.529.2.79.1	BA.2
BA.2.8	B.1.1.529.2.8	BA.2
BA.2.80	B.1.1.529.2.80	BA.2
BA.2.81	B.1.1.529.2.81	BA.2
BA.2.82	B.1.1.529.2.82	BA.2
BA.2.83	B.1.1.529.2.83	BA.2
BA.2.85	B.1.1.529.2.85	BA.2
BA.2.86	B.1.1.529.2.86	BA.2.86
BA.2.86.1	B.1.1.529.2.86.1	BA.2.86
JN.1	B.1.1.529.2.86.1.1	BA.2.86
JN.1.1	B.1.1.529.2.86.1.1.1	BA.2.86
JN.1.1.1	B.1.1.529.2.86.1.1.1.1	BA.2.86
JN.1.1.2	B.1.1.529.2.86.1.1.1.2	BA.2.86
JN.1.1.3	B.1.1.529.2.86.1.1.1.3	BA.2.86
JN.1.1.4	B.1.1.529.2.86.1.1.1.4	BA.2.86
JN.1.1.5	B.1.1.529.2.86.1.1.1.5	BA.2.86
KR.1	B.1.1.529.2.86.1.1.1.5.1	BA.2.86
JN.1.1.6	B.1.1.529.2.86.1.1.1.6	BA.2.86
KZ.1	B.1.1.529.2.86.1.1.1.6.1	BA.2.86
KZ.1.1	B.1.1.529.2.86.1.1.1.6.1.1	BA.2.86
KZ.1.1.1	B.1.1.529.2.86.1.1.1.6.1.1.1	BA.2.86
JN.1.1.7	B.1.1.529.2.86.1.1.1.7	BA.2.86
LC.1	B.1.1.529.2.86.1.1.1.7.1	BA.2.86
JN.1.10	B.1.1.529.2.86.1.1.10	BA.2.86
JN.1.11	B.1.1.529.2.86.1.1.11	BA.2.86
JN.1.11.1	B.1.1.529.2.86.1.1.11.1	BA.2.86
KP.1	B.1.1.529.2.86.1.1.11.1.1	BA.2.86
KP.1.1	B.1.1.529.2.86.1.1.11.1.1.1	BA.2.86
KP.1.1.1	B.1.1.529.2.86.1.1.11.1.1.1.1	BA.2.86
KP.1.2	B.1.1.529.2.86.1.1.11.1.1.2	BA.2.86
KP.2	B.1.1.529.2.86.1.1.11.1.2	BA.2.86
KP.2.1	B.1.1.529.2.86.1.1.11.1.2.1	BA.2.86
KP.2.2	B.1.1.529.2.86.1.1.11.1.2.2	BA.2.86
KP.2.3	B.1.1.529.2.86.1.1.11.1.2.3	BA.2.86
KP.3	B.1.1.529.2.86.1.1.11.1.3	BA.2.86
KP.4	B.1.1.529.2.86.1.1.11.1.4	BA.2.86
KP.4.1	B.1.1.529.2.86.1.1.11.1.4.1	BA.2.86
KP.4.2	B.1.1.529.2.86.1.1.11.1.4.2	BA.2.86
JN.1.12	B.1.1.529.2.86.1.1.12	BA.2.86
JN.1.13	B.1.1.529.2.86.1.1.13	BA.2.86
JN.1.13.1	B.1.1.529.2.86.1.1.13.1	BA.2.86
KS.1	B.1.1.529.2.86.1.1.13.1.1	BA.2.86
JN.1.14	B.1.1.529.2.86.1.1.14	BA.2.86
JN.1.15	B.1.1.529.2.86.1.1.15	BA.2.86
JN.1.16	B.1.1.529.2.86.1.1.16	BA.2.86
JN.1.16.1	B.1.1.529.2.86.1.1.16.1	BA.2.86
JN.1.16.2	B.1.1.529.2.86.1.1.16.2	BA.2.86
LA.1	B.1.1.529.2.86.1.1.16.2.1	BA.2.86
LA.2	B.1.1.529.2.86.1.1.16.2.2	BA.2.86
JN.1.17	B.1.1.529.2.86.1.1.17	BA.2.86
JN.1.18	B.1.1.529.2.86.1.1.18	BA.2.86
JN.1.18.1	B.1.1.529.2.86.1.1.18.1	BA.2.86
JN.1.18.2	B.1.1.529.2.86.1.1.18.2	BA.2.86
JN.1.19	B.1.1.529.2.86.1.1.19	BA.2.86
JN.1.2	B.1.1.529.2.86.1.1.2	BA.2.86
JN.1.2.1	B.1.1.529.2.86.1.1.2.1	BA.2.86
JN.1.20	B.1.1.529.2.86.1.1.20	BA.2.86
JN.1.21	B.1.1.529.2.86.1.1.21	BA.2.86
JN.1.22	B.1.1.529.2.86.1.1.22	BA.2.86
JN.1.23	B.1.1.529.2.86.1.1.23	BA.2.86
JN.1.24	B.1.1.529.2.86.1.1.24	BA.2.86
JN.1.24.1	B.1.1.529.2.86.1.1.24.1	BA.2.86
JN.1.25	B.1.1.529.2.86.1.1.25	BA.2.86
JN.1.25.1	B.1.1.529.2.86.1.1.25.1	BA.2.86
JN.1.26	B.1.1.529.2.86.1.1.26	BA.2.86
JN.1.27	B.1.1.529.2.86.1.1.27	BA.2.86
JN.1.28	B.1.1.529.2.86.1.1.28	BA.2.86
JN.1.28.1	B.1.1.529.2.86.1.1.28.1	BA.2.86
KW.1	B.1.1.529.2.86.1.1.28.1.1	BA.2.86
KW.1.1	B.1.1.529.2.86.1.1.28.1.1.1	BA.2.86
KW.1.2	B.1.1.529.2.86.1.1.28.1.1.2	BA.2.86
JN.1.29	B.1.1.529.2.86.1.1.29	BA.2.86
JN.1.3	B.1.1.529.2.86.1.1.3	BA.2.86
JN.1.30	B.1.1.529.2.86.1.1.30	BA.2.86
JN.1.30.1	B.1.1.529.2.86.1.1.30.1	BA.2.86
KU.1	B.1.1.529.2.86.1.1.30.1.1	BA.2.86
KU.2	B.1.1.529.2.86.1.1.30.1.2	BA.2.86
JN.1.31	B.1.1.529.2.86.1.1.31	BA.2.86
JN.1.32	B.1.1.529.2.86.1.1.32	BA.2.86
JN.1.32.1	B.1.1.529.2.86.1.1.32.1	BA.2.86
JN.1.33	B.1.1.529.2.86.1.1.33	BA.2.86
JN.1.34	B.1.1.529.2.86.1.1.34	BA.2.86
JN.1.35	B.1.1.529.2.86.1.1.35	BA.2.86
JN.1.36	B.1.1.529.2.86.1.1.36	BA.2.86
JN.1.36.1	B.1.1.529.2.86.1.1.36.1	BA.2.86
JN.1.37	B.1.1.529.2.86.1.1.37	BA.2.86
JN.1.38	B.1.1.529.2.86.1.1.38	BA.2.86
JN.1.39	B.1.1.529.2.86.1.1.39	BA.2.86
JN.1.4	B.1.1.529.2.86.1.1.4	BA.2.86
JN.1.4.1	B.1.1.529.2.86.1.1.4.1	BA.2.86
JN.1.4.2	B.1.1.529.2.86.1.1.4.2	BA.2.86
JN.1.4.3	B.1.1.529.2.86.1.1.4.3	BA.2.86
KQ.1	B.1.1.529.2.86.1.1.4.3.1	BA.2.86
JN.1.4.4	B.1.1.529.2.86.1.1.4.4	BA.2.86
JN.1.4.5	B.1.1.529.2.86.1.1.4.5	BA.2.86
KV.1	B.1.1.529.2.86.1.1.4.5.1	BA.2.86
KV.2	B.1.1.529.2.86.1.1.4.5.2	BA.2.86
JN.1.4.6	B.1.1.529.2.86.1.1.4.6	BA.2.86
JN.1.4.7	B.1.1.529.2.86.1.1.4.7	BA.2.86
JN.1.40	B.1.1.529.2.86.1.1.40	BA.2.86
JN.1.41	B.1.1.529.2.86.1.1.41	BA.2.86
JN.1.42	B.1.1.529.2.86.1.1.42	BA.2.86
JN.1.42.1	B.1.1.529.2.86.1.1.42.1	BA.2.86
JN.1.43	B.1.1.529.2.86.1.1.43	BA.2.86
JN.1.43.1	B.1.1.529.2.86.1.1.43.1	BA.2.86
JN.1.44	B.1.1.529.2.86.1.1.44	BA.2.86
JN.1.45	B.1.1.529.2.86.1.1.45	BA.2.86
JN.1.46	B.1.1.529.2.86.1.1.46	BA.2.86
JN.1.47	B.1.1.529.2.86.1.1.47	BA.2.86
JN.1.47.1	B.1.1.529.2.86.1.1.47.1	BA.2.86
JN.1.47.2	B.1.1.529.2.86.1.1.47.2	BA.2.86
JN.1.48	B.1.1.529.2.86.1.1.48	BA.2.86
JN.1.48.1	B.1.1.529.2.86.1.1.48.1	BA.2.86
JN.1.5	B.1.1.529.2.86.1.1.5	BA.2.86
JN.1.6	B.1.1.529.2.86.1.1.6	BA.2.86
JN.1.6.1	B.1.1.529.2.86.1.1.6.1	BA.2.86
JN.1.7	B.1.1.529.2.86.1.1.7	BA.2.86
JN.1.7.1	B.1.1.529.2.86.1.1.7.1	BA.2.86
JN.1.7.2	B.1.1.529.2.86.1.1.7.2	BA.2.86
JN.1.7.3	B.1.1.529.2.86.1.1.7.3	BA.2.86
JN.1.7.4	B.1.1.529.2.86.1.1.7.4	BA.2.86
JN.1.8	B.1.1.529.2.86.1.1.8	BA.2.86
JN.1.8.1	B.1.1.529.2.86.1.1.8.1	BA.2.86
JN.1.8.2	B.1.1.529.2.86.1.1.8.2	BA.2.86
KY.1	B.1.1.529.2.86.1.1.8.2.1	BA.2.86
JN.1.8.3	B.1.1.529.2.86.1.1.8.3	BA.2.86
JN.1.8.4	B.1.1.529.2.86.1.1.8.4	BA.2.86
JN.1.9	B.1.1.529.2.86.1.1.9	BA.2.86
JN.1.9.1	B.1.1.529.2.86.1.1.9.1	BA.2.86
JN.1.9.2	B.1.1.529.2.86.1.1.9.2	BA.2.86
LB.1	B.1.1.529.2.86.1.1.9.2.1	BA.2.86
JN.10	B.1.1.529.2.86.1.10	BA.2.86
JN.11	B.1.1.529.2.86.1.11	BA.2.86
JN.12	B.1.1.529.2.86.1.12	BA.2.86
JN.13	B.1.1.529.2.86.1.13	BA.2.86
JN.13.1	B.1.1.529.2.86.1.13.1	BA.2.86
JN.14	B.1.1.529.2.86.1.14	BA.2.86
JN.2	B.1.1.529.2.86.1.2	BA.2.86
JN.2.1	B.1.1.529.2.86.1.2.1	BA.2.86
JN.2.2	B.1.1.529.2.86.1.2.2	BA.2.86
JN.2.2.1	B.1.1.529.2.86.1.2.2.1	BA.2.86
JN.2.3	B.1.1.529.2.86.1.2.3	BA.2.86
JN.2.4	B.1.1.529.2.86.1.2.4	BA.2.86
JN.2.5	B.1.1.529.2.86.1.2.5	BA.2.86
JN.3	B.1.1.529.2.86.1.3	BA.2.86
JN.3.1	B.1.1.529.2.86.1.3.1	BA.2.86
JN.3.2	B.1.1.529.2.86.1.3.2	BA.2.86
JN.3.2.1	B.1.1.529.2.86.1.3.2.1	BA.2.86
JN.4	B.1.1.529.2.86.1.4	BA.2.86
JN.5	B.1.1.529.2.86.1.5	BA.2.86
JN.5.1	B.1.1.529.2.86.1.5.1	BA.2.86
JN.6	B.1.1.529.2.86.1.6	BA.2.86
JN.7	B.1.1.529.2.86.1.7	BA.2.86
JN.8	B.1.1.529.2.86.1.8	BA.2.86
JN.9	B.1.1.529.2.86.1.9	BA.2.86
BA.2.86.2	B.1.1.529.2.86.2	BA.2.86
BA.2.86.3	B.1.1.529.2.86.3	BA.2.86
JQ.1	B.1.1.529.2.86.3.1	BA.2.86
JQ.2	B.1.1.529.2.86.3.2	BA.2.86
JQ.2.1	B.1.1.529.2.86.3.2.1	BA.2.86
BA.2.86.4	B.1.1.529.2.86.4	BA.2.86
BA.2.86.5	B.1.1.529.2.86.5	BA.2.86
BA.2.87	B.1.1.529.2.87	BA.2
BA.2.87.1	B.1.1.529.2.87.1	BA.2
BA.2.9	B.1.1.529.2.9	BA.2
BA.2.9.1	B.1.1.529.2.9.1	BA.2
BA.2.9.2	B.1.1.529.2.9.2	BA.2
BA.2.9.3	B.1.1.529.2.9.3	BA.2
BA.2.9.4	B.1.1.529.2.9.4	BA.2
BA.2.9.5	B.1.1.529.2.9.5	BA.2
BA.2.9.6	B.1.1.529.2.9.6	BA.2
BA.2.9.7	B.1.1.529.2.9.7	BA.2
BA.3	B.1.1.529.3	Other
BA.3.1	B.1.1.529.3.1	Other
BA.4	B.1.1.529.4	BA.4/5
BA.4.1	B.1.1.529.4.1	BA.4/5
BA.4.1.1	B.1.1.529.4.1.1	BA.4/5
BA.4.1.10	B.1.1.529.4.1.10	BA.4/5
CS.1	B.1.1.529.4.1.10.1	BA.4/5
BA.4.1.11	B.1.1.529.4.1.11	BA.4/5
BA.4.1.2	B.1.1.529.4.1.2	BA.4/5
BA.4.1.3	B.1.1.529.4.1.3	BA.4/5
BA.4.1.4	B.1.1.529.4.1.4	BA.4/5
BA.4.1.5	B.1.1.529.4.1.5	BA.4/5
BA.4.1.6	B.1.1.529.4.1.6	BA.4/5
BA.4.1.7	B.1.1.529.4.1.7	BA.4/5
BA.4.1.8	B.1.1.529.4.1.8	BA.4/5
BA.4.1.9	B.1.1.529.4.1.9	BA.4/5
BA.4.2	B.1.1.529.4.2	BA.4/5
BA.4.3	B.1.1.529.4.3	BA.4/5
BA.4.4	B.1.1.529.4.4	BA.4/5
BA.4.5	B.1.1.529.4.5	BA.4/5
BA.4.6	B.1.1.529.4.6	BA.4/5
BA.4.6.1	B.1.1.529.4.6.1	BA.4/5
BA.4.6.2	B.1.1.529.4.6.2	BA.4/5
BA.4.6.3	B.1.1.529.4.6.3	BA.4/5
BA.4.6.4	B.1.1.529.4.6.4	BA.4/5
BA.4.6.5	B.1.1.529.4.6.5	BA.4/5
DC.1	B.1.1.529.4.6.5.1	BA.4/5
BA.4.7	B.1.1.529.4.7	BA.4/5
BA.4.8	B.1.1.529.4.8	BA.4/5
BA.5	B.1.1.529.5	BA.4/5
BA.5.1	B.1.1.529.5.1	BA.4/5
BA.5.1.1	B.1.1.529.5.1.1	BA.4/5
BA.5.1.10	B.1.1.529.5.1.10	BA.4/5
BK.1	B.1.1.529.5.1.10.1	BA.4/5
BA.5.1.11	B.1.1.529.5.1.11	BA.4/5
BA.5.1.12	B.1.1.529.5.1.12	BA.4/5
BA.5.1.14	B.1.1.529.5.1.14	BA.4/5
BA.5.1.15	B.1.1.529.5.1.15	BA.4/5
DL.1	B.1.1.529.5.1.15.1	BA.4/5
BA.5.1.16	B.1.1.529.5.1.16	BA.4/5
BA.5.1.17	B.1.1.529.5.1.17	BA.4/5
BA.5.1.18	B.1.1.529.5.1.18	BA.4/5
BA.5.1.19	B.1.1.529.5.1.19	BA.4/5
BA.5.1.2	B.1.1.529.5.1.2	BA.4/5
BA.5.1.20	B.1.1.529.5.1.20	BA.4/5
BA.5.1.21	B.1.1.529.5.1.21	BA.4/5
BT.1	B.1.1.529.5.1.21.1	BA.4/5
BT.2	B.1.1.529.5.1.21.2	BA.4/5
BA.5.1.22	B.1.1.529.5.1.22	BA.4/5
DH.1	B.1.1.529.5.1.22.1	BA.4/5
BA.5.1.23	B.1.1.529.5.1.23	BA.4/5
DE.1	B.1.1.529.5.1.23.1	BA.4/5
DE.2	B.1.1.529.5.1.23.2	BA.4/5
BA.5.1.24	B.1.1.529.5.1.24	BA.4/5
BA.5.1.25	B.1.1.529.5.1.25	BA.4/5
DJ.1	B.1.1.529.5.1.25.1	BA.4/5
DJ.1.1	B.1.1.529.5.1.25.1.1	BA.4/5
DJ.1.1.1	B.1.1.529.5.1.25.1.1.1	BA.4/5
DJ.1.2	B.1.1.529.5.1.25.1.2	BA.4/5
DJ.1.3	B.1.1.529.5.1.25.1.3	BA.4/5
BA.5.1.26	B.1.1.529.5.1.26	BA.4/5
CU.1	B.1.1.529.5.1.26.1	BA.4/5
BA.5.1.27	B.1.1.529.5.1.27	BA.4/5
BA.5.1.28	B.1.1.529.5.1.28	BA.4/5
BA.5.1.29	B.1.1.529.5.1.29	BA.4/5
CL.1	B.1.1.529.5.1.29.1	BA.4/5
CL.1.1	B.1.1.529.5.1.29.1.1	BA.4/5
CL.1.2	B.1.1.529.5.1.29.1.2	BA.4/5
CL.1.3	B.1.1.529.5.1.29.1.3	BA.4/5
BA.5.1.3	B.1.1.529.5.1.3	BA.4/5
BA.5.1.30	B.1.1.529.5.1.30	BA.4/5
BA.5.1.31	B.1.1.529.5.1.31	BA.4/5
BA.5.1.32	B.1.1.529.5.1.32	BA.4/5
BA.5.1.33	B.1.1.529.5.1.33	BA.4/5
EQ.1	B.1.1.529.5.1.33.1	BA.4/5
BA.5.1.34	B.1.1.529.5.1.34	BA.4/5
BA.5.1.35	B.1.1.529.5.1.35	BA.4/5
EB.1	B.1.1.529.5.1.35.1	BA.4/5
BA.5.1.36	B.1.1.529.5.1.36	BA.4/5
BA.5.1.37	B.1.1.529.5.1.37	BA.4/5
BA.5.1.38	B.1.1.529.5.1.38	BA.4/5
BA.5.1.4	B.1.1.529.5.1.4	BA.4/5
BA.5.1.5	B.1.1.529.5.1.5	BA.4/5
BA.5.1.6	B.1.1.529.5.1.6	BA.4/5
BA.5.1.7	B.1.1.529.5.1.7	BA.4/5
BA.5.1.8	B.1.1.529.5.1.8	BA.4/5
BA.5.1.9	B.1.1.529.5.1.9	BA.4/5
BA.5.10	B.1.1.529.5.10	BA.4/5
BA.5.10.1	B.1.1.529.5.10.1	BA.4/5
DF.1	B.1.1.529.5.10.1.1	BA.4/5
DF.1.1	B.1.1.529.5.10.1.1.1	BA.4/5
BA.5.11	B.1.1.529.5.11	BA.4/5
BA.5.12	B.1.1.529.5.12	BA.4/5
BA.5.2	B.1.1.529.5.2	BA.4/5
BA.5.2.1	B.1.1.529.5.2.1	BA.4/5
BF.1	B.1.1.529.5.2.1.1	BA.4/5
BF.1.1	B.1.1.529.5.2.1.1.1	BA.4/5
BF.10	B.1.1.529.5.2.1.10	BA.4/5
BF.10.1	B.1.1.529.5.2.1.10.1	BA.4/5
BF.11	B.1.1.529.5.2.1.11	BA.4/5
BF.11.1	B.1.1.529.5.2.1.11.1	BA.4/5
BF.11.2	B.1.1.529.5.2.1.11.2	BA.4/5
BF.11.3	B.1.1.529.5.2.1.11.3	BA.4/5
BF.11.4	B.1.1.529.5.2.1.11.4	BA.4/5
BF.11.5	B.1.1.529.5.2.1.11.5	BA.4/5
BF.12	B.1.1.529.5.2.1.12	BA.4/5
BF.13	B.1.1.529.5.2.1.13	BA.4/5
BF.14	B.1.1.529.5.2.1.14	BA.4/5
BF.15	B.1.1.529.5.2.1.15	BA.4/5
BF.16	B.1.1.529.5.2.1.16	BA.4/5
BF.17	B.1.1.529.5.2.1.17	BA.4/5
BF.18	B.1.1.529.5.2.1.18	BA.4/5
BF.19	B.1.1.529.5.2.1.19	BA.4/5
BF.2	B.1.1.529.5.2.1.2	BA.4/5
BF.20	B.1.1.529.5.2.1.20	BA.4/5
BF.21	B.1.1.529.5.2.1.21	BA.4/5
BF.22	B.1.1.529.5.2.1.22	BA.4/5
BF.23	B.1.1.529.5.2.1.23	BA.4/5
BF.24	B.1.1.529.5.2.1.24	BA.4/5
BF.25	B.1.1.529.5.2.1.25	BA.4/5
BF.26	B.1.1.529.5.2.1.26	BA.4/5
BF.27	B.1.1.529.5.2.1.27	BA.4/5
BF.28	B.1.1.529.5.2.1.28	BA.4/5
BF.29	B.1.1.529.5.2.1.29	BA.4/5
BF.3	B.1.1.529.5.2.1.3	BA.4/5
BF.3.1	B.1.1.529.5.2.1.3.1	BA.4/5
BF.30	B.1.1.529.5.2.1.30	BA.4/5
BF.31	B.1.1.529.5.2.1.31	BA.4/5
BF.31.1	B.1.1.529.5.2.1.31.1	BA.4/5
BF.32	B.1.1.529.5.2.1.32	BA.4/5
BF.33	B.1.1.529.5.2.1.33	BA.4/5
BF.34	B.1.1.529.5.2.1.34	BA.4/5
BF.35	B.1.1.529.5.2.1.35	BA.4/5
BF.36	B.1.1.529.5.2.1.36	BA.4/5
BF.37	B.1.1.529.5.2.1.37	BA.4/5
BF.38	B.1.1.529.5.2.1.38	BA.4/5
BF.38.1	B.1.1.529.5.2.1.38.1	BA.4/5
BF.38.2	B.1.1.529.5.2.1.38.2	BA.4/5
BF.38.3	B.1.1.529.5.2.1.38.3	BA.4/5
BF.39	B.1.1.529.5.2.1.39	BA.4/5
BF.39.1	B.1.1.529.5.2.1.39.1	BA.4/5
BF.4	B.1.1.529.5.2.1.4	BA.4/5
BF.40	B.1.1.529.5.2.1.40	BA.4/5
BF.41	B.1.1.529.5.2.1.41	BA.4/5
BF.41.1	B.1.1.529.5.2.1.41.1	BA.4/5
BF.42	B.1.1.529.5.2.1.42	BA.4/5
BF.5	B.1.1.529.5.2.1.5	BA.4/5
BF.5.1	B.1.1.529.5.2.1.5.1	BA.4/5
BF.5.2	B.1.1.529.5.2.1.5.2	BA.4/5
BF.5.3	B.1.1.529.5.2.1.5.3	BA.4/5
BF.5.4	B.1.1.529.5.2.1.5.4	BA.4/5
BF.5.5	B.1.1.529.5.2.1.5.5	BA.4/5
BF.6	B.1.1.529.5.2.1.6	BA.4/5
BF.7	B.1.1.529.5.2.1.7	BA.4/5
BF.7.1	B.1.1.529.5.2.1.7.1	BA.4/5
BF.7.10	B.1.1.529.5.2.1.7.10	BA.4/5
BF.7.11	B.1.1.529.5.2.1.7.11	BA.4/5
BF.7.12	B.1.1.529.5.2.1.7.12	BA.4/5
BF.7.13	B.1.1.529.5.2.1.7.13	BA.4/5
BF.7.13.1	B.1.1.529.5.2.1.7.13.1	BA.4/5
BF.7.13.2	B.1.1.529.5.2.1.7.13.2	BA.4/5
BF.7.14	B.1.1.529.5.2.1.7.14	BA.4/5
BF.7.14.1	B.1.1.529.5.2.1.7.14.1	BA.4/5
BF.7.14.2	B.1.1.529.5.2.1.7.14.2	BA.4/5
BF.7.14.3	B.1.1.529.5.2.1.7.14.3	BA.4/5
BF.7.14.4	B.1.1.529.5.2.1.7.14.4	BA.4/5
BF.7.14.5	B.1.1.529.5.2.1.7.14.5	BA.4/5
BF.7.14.6	B.1.1.529.5.2.1.7.14.6	BA.4/5
BF.7.14.7	B.1.1.529.5.2.1.7.14.7	BA.4/5
BF.7.15	B.1.1.529.5.2.1.7.15	BA.4/5
BF.7.16	B.1.1.529.5.2.1.7.16	BA.4/5
BF.7.16.1	B.1.1.529.5.2.1.7.16.1	BA.4/5
BF.7.17	B.1.1.529.5.2.1.7.17	BA.4/5
BF.7.18	B.1.1.529.5.2.1.7.18	BA.4/5
BF.7.19	B.1.1.529.5.2.1.7.19	BA.4/5
BF.7.19.1	B.1.1.529.5.2.1.7.19.1	BA.4/5
BF.7.2	B.1.1.529.5.2.1.7.2	BA.4/5
BF.7.20	B.1.1.529.5.2.1.7.20	BA.4/5
BF.7.21	B.1.1.529.5.2.1.7.21	BA.4/5
BF.7.22	B.1.1.529.5.2.1.7.22	BA.4/5
BF.7.23	B.1.1.529.5.2.1.7.23	BA.4/5
BF.7.24	B.1.1.529.5.2.1.7.24	BA.4/5
BF.7.26	B.1.1.529.5.2.1.7.26	BA.4/5
BF.7.27	B.1.1.529.5.2.1.7.27	BA.4/5
BF.7.3	B.1.1.529.5.2.1.7.3	BA.4/5
BF.7.4	B.1.1.529.5.2.1.7.4	BA.4/5
BF.7.4.1	B.1.1.529.5.2.1.7.4.1	BA.4/5
BF.7.4.2	B.1.1.529.5.2.1.7.4.2	BA.4/5
BF.7.4.3	B.1.1.529.5.2.1.7.4.3	BA.4/5
BF.7.5	B.1.1.529.5.2.1.7.5	BA.4/5
BF.7.5.1	B.1.1.529.5.2.1.7.5.1	BA.4/5
BF.7.6	B.1.1.529.5.2.1.7.6	BA.4/5
BF.7.7	B.1.1.529.5.2.1.7.7	BA.4/5
BF.7.8	B.1.1.529.5.2.1.7.8	BA.4/5
BF.7.9	B.1.1.529.5.2.1.7.9	BA.4/5
BF.8	B.1.1.529.5.2.1.8	BA.4/5
BF.9	B.1.1.529.5.2.1.9	BA.4/5
BA.5.2.10	B.1.1.529.5.2.10	BA.4/5
BA.5.2.11	B.1.1.529.5.2.11	BA.4/5
BA.5.2.12	B.1.1.529.5.2.12	BA.4/5
BA.5.2.13	B.1.1.529.5.2.13	BA.4/5
BA.5.2.14	B.1.1.529.5.2.14	BA.4/5
BA.5.2.16	B.1.1.529.5.2.16	BA.4/5
BU.1	B.1.1.529.5.2.16.1	BA.4/5
BU.2	B.1.1.529.5.2.16.2	BA.4/5
BU.3	B.1.1.529.5.2.16.3	BA.4/5
BA.5.2.18	B.1.1.529.5.2.18	BA.4/5
CR.1	B.1.1.529.5.2.18.1	BA.4/5
CR.1.1	B.1.1.529.5.2.18.1.1	BA.4/5
CR.1.2	B.1.1.529.5.2.18.1.2	BA.4/5
CR.1.3	B.1.1.529.5.2.18.1.3	BA.4/5
CR.2	B.1.1.529.5.2.18.2	BA.4/5
BA.5.2.19	B.1.1.529.5.2.19	BA.4/5
BA.5.2.2	B.1.1.529.5.2.2	BA.4/5
BA.5.2.20	B.1.1.529.5.2.20	BA.4/5
BV.1	B.1.1.529.5.2.20.1	BA.4/5
BV.2	B.1.1.529.5.2.20.2	BA.4/5
BA.5.2.21	B.1.1.529.5.2.21	BA.4/5
CN.1	B.1.1.529.5.2.21.1	BA.4/5
CN.2	B.1.1.529.5.2.21.2	BA.4/5
BA.5.2.22	B.1.1.529.5.2.22	BA.4/5
BA.5.2.23	B.1.1.529.5.2.23	BA.4/5
BA.5.2.24	B.1.1.529.5.2.24	BA.4/5
CK.1	B.1.1.529.5.2.24.1	BA.4/5
CK.1.1	B.1.1.529.5.2.24.1.1	BA.4/5
CK.1.1.1	B.1.1.529.5.2.24.1.1.1	BA.4/5
CK.1.1.2	B.1.1.529.5.2.24.1.1.2	BA.4/5
CK.1.2	B.1.1.529.5.2.24.1.2	BA.4/5
CK.1.3	B.1.1.529.5.2.24.1.3	BA.4/5
CK.1.4	B.1.1.529.5.2.24.1.4	BA.4/5
CK.1.5	B.1.1.529.5.2.24.1.5	BA.4/5
CK.2	B.1.1.529.5.2.24.2	BA.4/5
CK.2.1	B.1.1.529.5.2.24.2.1	BA.4/5
CK.2.1.1	B.1.1.529.5.2.24.2.1.1	BA.4/5
DG.1	B.1.1.529.5.2.24.2.1.1.1	BA.4/5
CK.3	B.1.1.529.5.2.24.3	BA.4/5
BA.5.2.25	B.1.1.529.5.2.25	BA.4/5
DB.1	B.1.1.529.5.2.25.1	BA.4/5
DB.2	B.1.1.529.5.2.25.2	BA.4/5
DB.3	B.1.1.529.5.2.25.3	BA.4/5
BA.5.2.26	B.1.1.529.5.2.26	BA.4/5
CG.1	B.1.1.529.5.2.26.1	BA.4/5
BA.5.2.27	B.1.1.529.5.2.27	BA.4/5
CF.1	B.1.1.529.5.2.27.1	BA.4/5
BA.5.2.28	B.1.1.529.5.2.28	BA.4/5
BA.5.2.29	B.1.1.529.5.2.29	BA.4/5
BA.5.2.3	B.1.1.529.5.2.3	BA.4/5
BZ.1	B.1.1.529.5.2.3.1	BA.4/5
